P1,mol_id,smiles
1,CID1430122,CCCc1cc(Nc2ccccc2OCC)n2ncnc2n1
1,CID9551261,O=C(CSc1c2c(nc3cc(Cl)ccc13)CCCC2)NCc1ccco1
1,CID4089362,Cc1ccc(CCNC(=O)C2CCCN(S(=O)(=O)c3cccs3)C2)cc1
1,CID5008898,CCCCc1noc(-c2c(-c3ccccc3Cl)noc2C)n1
1,CID5389216,O=C1NC(=O)N(Cc2ccco2)C(=O)/C1=C/NCc1ccco1
1,CID5389210,COc1ccc(/C(O)=C2\C(=O)C(=O)N(CCN(C)C)C2c2cccc(OC)c2OC)cc1
1,CID1035550,CCOC(=O)c1c(CN2CCOCC2)n(-c2ccccc2)c2cc(Br)c(OC)cc12
1,CID5389212,CCN1/C(=C(\O)c2ccccc2)C(=O)c2ccccc2S1(=O)=O
0,CID5389213,CCOC(=O)c1[nH]c2ccc(F)cc2c1NC(=O)CN1CCN(C/C=C/c2ccccc2)CC1
1,CID5389218,COC1=CC=C/C(=C\Nn2c(C)nc3ccccc3c2=O)C1=O
1,CID726069,CSc1nc2ccc(S(=O)(=O)N(C)C)cc2s1
1,CID5959873,O=C1C=C/C(=C2\CSC(NCc3ccc4c(c3)OCO4)=NN2)C(O)=C1
1,CID823167,CCOC(=O)/C(C#N)=C1/C=CN(C)C(C)=N1
1,CID823166,CCOC(=O)/C(C#N)=C1\C=CN(C)C(C)=N1
1,CID1930993,CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)c1cccc(OC)c1
1,CID778691,Cc1cc(=S)n(-c2ccccc2)n1C
1,CID3231013,CC(c1ccccc1F)n1cc(C(=O)NCCCn2ccnc2)nn1
1,CID1713557,Nc1c(-c2ccccc2)nc(Cl)nc1-c1ccccc1
1,CID2114543,O=C(CSCc1nc2ccccc2[nH]1)N1CCN(c2ccc(F)cc2)CC1
1,CID9551116,Cc1ccc2c(c1)N(CCC(=O)NC(C)C)C(=O)CO2
0,CID975290,CCOC(=O)c1ccc(-n2ncc(C(=O)OCC)c2N)cc1
1,CID1300622,Cc1ccc(-n2c(N)c(-c3nc4ccccc4n3C)sc2=S)cc1
0,CID668645,CN(C)c1nc2c(c(=O)n(C)c(=O)n2C)n1CC(=O)c1cccs1
1,CID2952112,CS(=O)(=O)N1N=C(c2ccc(Cl)cc2)CC1c1cccs1
1,CID1987855,NCCNC1=NS(=O)(=O)c2ccccc21
1,CID2087443,Cc1ccc(C)c(C(=O)COc2ncnc3ccccc23)c1
1,CID2855013,O=[N+]([O-])c1ccc(Cl)cc1NCCOc1ccc(F)cc1
1,CID3972699,COc1ccc(C=C(c2nc3ccccc3s2)c2nc3ccccc3s2)cc1O
1,CID1910341,CCCCc1c(O)n(-c2ccccc2C)c(SCC(=O)NC(C)(C)C)nc1=O
1,CID843822,CCC(CC)=C(C#N)C(=O)NC1CCCCC1
1,CID2252642,COC(=O)c1ccccc1OC(=O)c1cc[n+]([O-])cc1
1,CID2310651,COc1ccc(CCN2CC(=O)C(c3nc(C)cs3)=C2N)cc1OC
1,CID2379291,CCC(=O)Oc1ccc2c(=O)c(-c3ccc4ccccc4n3)c(CC)oc2c1C
1,CID5281707,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12
1,CID595285,O=S(=O)(CCc1nc2ccccc2s1)c1ccc(Cl)cc1
0,CID2229150,O=C(c1ccco1)N1CCN(C(=O)N2c3ccccc3Sc3ccccc32)CC1
1,CID5770554,CCN(CC)C(=O)CSC1=NNC(=C2C=CC(=O)C=C2)N1CC1CCCO1
1,CID789810,Cc1ccc(S(=O)(=O)Nc2ccc(N3CCOCC3)cc2)cc1
1,CID789812,O=S(=O)(Nc1ccc(N2CCOCC2)cc1)c1ccccc1
1,CID2382304,O=C(NCc1nc2ccccc2[nH]1)c1cc2ccccc2oc1=O
0,CID648803,Cc1nc2cc(-c3cccc(F)c3)nn2c(N2CCOCC2)c1C
0,CID2228687,CC(=O)Nc1cccc(NS(=O)(=O)Cc2ccc(Cl)cc2)c1
0,CID648801,COc1ccccc1N1CCN(c2ccc(-c3ccccc3)nn2)CC1
1,CID2260458,CCCOc1cccc(NC(=O)c2c(-c3ccccc3)noc2C)c1
1,CID648807,O=C(CCCC(=O)N(CC(=O)NC1CCCCC1)Cc1ccc2c(c1)OCO2)Nc1ccccn1
0,CID648806,CC(C)(C)NC(=O)C(c1ccc(F)cc1)N(Cc1ccco1)C(=O)c1csnn1
0,CID648805,CCc1nnc(NC(=O)C2CCCN2C(=O)Nc2ccccc2OC)s1
1,CID648804,Cc1ccc(S(=O)(=O)NC(=O)NCc2ccccn2)cc1
1,CID808580,NC(=O)CCN(Cc1ccccc1)S(=O)(=O)c1ccccc1
1,CID648808,CC1Cc2ccccc2N1C(=O)CSc1nnc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)o1
1,CID949427,O=S(=O)(/C=C/c1ccccc1)Nc1ccc2c(c1)OCO2
1,CID1512455,CCCC(=O)c1cc2c(cc1NC(=O)c1ccccc1F)OCCO2
1,CID1067751,O=S(=O)(Nc1nc2ccccc2nc1Nc1ccccc1)c1ccccc1
1,CID2250860,O=C(N1CCN(c2ccccc2)CC1)C(F)(F)C(F)F
1,CID870722,O=S(=O)(c1cc(Cl)ccc1Br)N1CCCCC1
1,CID870721,O=S(=O)(c1cc(Cl)ccc1Br)N1CCOCC1
1,CID870720,O=S(=O)(c1cccc2ccccc12)n1nnc2ccccc21
1,CID3142835,O=C(OCc1nc2ccccc2[nH]1)C12CC3CC(CC(C3)C1)C2
1,CID870729,O/N=C/c1cccn1-c1ccccc1
1,CID3221020,COCCNC(=O)CN1CCC(NC(=O)c2ccco2)CC1
1,CID878557,O=C(CCN1CCCCC1)N/N=C/c1ccc(Br)cc1
1,CID663608,COC(=O)c1[nH]c2cc(OC)ccc2c1NC(=O)CCN1CCCC(C)(C)C1
1,CID2324519,C/N=C(/Nc1cc(C)nn1CCC#N)c1ccc(F)cc1
1,CID1307393,COc1ccc(-c2noc(-c3ccccc3-c3ccccc3)n2)cc1OC
1,CID2222458,COc1ccccc1-c1cn(S(=O)(=O)c2ccc(C)cc2)nc1N
0,CID2211973,c1cncc(-c2nnc(SCc3cccc4ccccc34)o2)c1
1,CID645787,CCC(CC)C(=O)Nc1nnc(-c2cccs2)s1
1,CID645786,O=C(Nc1ccccc1)c1ccc(S(=O)(=O)NCC2CCCO2)cc1
1,CID1506005,COC(=O)CCC(=O)C1=C(NCc2nc3ccccc3[nH]2)CC(C)(C)CC1=O
1,CID645783,Cc1ccc(NC(=O)N(Cc2cc3cc(C)cc(C)c3[nH]c2=O)CC2COCCO2)cc1
0,CID645782,O=C(NCCc1ccccc1)c1ccc(-n2cnnn2)cc1
0,CID645781,CCCn1nc(CC(=O)O)c2ccccc2c1=O
1,CID645780,Cc1ccc(N(CC(=O)NCc2ccco2)C(=O)CCC(=O)Nc2ccccn2)cc1C
0,CID672604,O=c1c2nnn(Cc3ccccc3)c2ncn1-c1ccccc1
0,CID622734,N#Cc1c(-c2ccccc2Cl)cc(C2CC2)nc1N
1,CID5310884,Cc1nc2nc[nH]c2cc1Br
0,CID645789,CCOC(=O)c1cc2occc2n1CCCN1C(=O)c2ccccc2C1=O
0,CID645788,O=C(CN(C(=O)CCC(=O)Nc1nccs1)c1ccc2c(c1)OCO2)NCC1CCCO1
1,CID3191292,COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)c2ccco2)c2ccc(-n3cnnn3)c(C)c2)cc1
1,CID1721956,CCn1c2ccccc2c2cc(NC(=O)c3ccc(Br)o3)ccc21
1,CID2772368,Nc1ncc2c(n1)CC(c1ccco1)CC2=O
1,CID5310889,O=C1c2ccccc2NC2=NCCN12
1,CID4299103,COc1ccc(C(c2sc3nc(C)nn3c2O)N2CC(C)OC(C)C2)cc1OC
1,CID2997744,O=C1NC(c2ccccc2)(C(F)(F)F)SC2=CCCCCN12
1,CID2997745,CC1(C(=O)O)Sc2[nH]c(=O)sc2C2c3ccccc3OC(=O)C21
1,CID2997746,CCOc1ccc2nc(SC(C)C(N)=O)[nH]c2c1
0,CID2997740,O=C1CSC(c2ccccn2)N1Cc1cn2ccccc2n1
1,CID2997741,O=S(=O)(NCC(O)COCc1ccco1)c1cccs1
1,CID2997742,Cc1nn(-c2ccc(F)cc2)c2c1cc(C#N)c1nc3ccccc3n12
1,CID2997743,CCn1cnc2c1c(=O)n(CC(=O)N1CCc3ccccc31)c(=O)n2Cc1ccccc1
1,CID766506,O=C(c1ccncc1)c1ccc(Br)cc1
0,CID4416213,CCCCn1c(CN2CCN(C(=O)c3ccco3)CC2)nc2c1c(=O)n(C)c(=O)n2C
1,CID2827007,CCCCN1CCC(O)(c2ccccc2)C(C(=O)c2ccccc2)C1
1,CID702419,CCCc1ccc(Oc2cc(Cl)nc(N)n2)cc1
1,CID2599354,COc1ccccc1NC(=O)Cc1coc2cc(C)ccc12
1,CID3245970,Cc1nn(Cc2ccc(Cl)c(Cl)c2)c(C)c1NC(=O)c1cc(-c2ccc3c(c2)OCO3)on1
1,CID2965112,CC(NC(=O)CCC1COc2ccccc2O1)c1ccccc1
1,CID1884508,Cc1cccc(-n2c3nc(=O)[nH]c(=O)c-3cc3c(C)nn(-c4ccccc4)c32)c1C
1,CID1267790,Cc1ccc(-c2nn(CC(=O)Nc3cccnc3)c(=O)c3ccccc23)cc1
1,CID651478,COc1ccc(CCn2nnnc2C(CC(C)C)N2CCN(c3ncccn3)CC2)cc1OC
1,CID976727,COn1c(=O)c(-c2ccc(Cl)cc2)[n+]([O-])c2ccccc21
0,CID976722,O=C(c1cnsn1)N1CCN(c2ccccc2)CC1
0,CID2301870,O=S(=O)(NCCSc1nnnn1-c1ccccc1)c1cccs1
1,CID651470,COCCCNC(=O)C1CCN(c2ncccn2)CC1
0,CID651471,CCCCn1c(SCc2ccc(Cl)cc2)nc2c1c(=O)[nH]c(=O)n2C
1,CID651472,O=C(NCc1ccco1)c1cc2sccc2n1Cc1ccccc1
1,CID651473,CCCCCCSC1=C(C#N)C(c2ccc(O)cc2)CC(=O)N1
0,CID651474,N#Cc1nc(COc2ccc(F)cc2)oc1NCCCn1ccnc1
1,CID651475,O=C(O)CCOc1ccc2c(c1)OCCO2
1,CID651476,O=C1c2ccccc2C(=O)N1CCN1CCCCC1
0,CID2417050,Cc1nnc(SCc2nnc(-c3ccccc3)o2)n(N)c1=O
1,CID659669,CCCCn1cnc2c(c1=O)c1nc3ccccc3nc1n2Cc1ccc2c(c1)OCO2
1,CID659668,Cc1ccc(-n2c(=O)c3c4c(sc3n3c(C)nnc23)COC(C(C)C)C4)cc1
1,CID3755383,COC(=O)C1=NN(c2cccc(C)c2)C2C(=O)N(c3ccccc3OC)C(=O)C12
1,CID3664943,COC(=O)c1scc(C)c1N/N=C(\C)c1cc(F)c(Cl)cc1F
1,CID659665,O=C1N=C(N2CCOCC2)S/C1=C1\C(=O)N(Cc2ccccc2)c2ccc(Br)cc21
0,CID659667,CCCc1nnc(SCC(=O)Nc2ccc(OCC)cc2)n1N
1,CID662659,Cc1ccc(N2C(=O)C3ON(c4ccccc4)C(c4ccncc4)C3C2=O)c(C)c1
1,CID659660,CCCCOc1ccc(-c2nnc(N)s2)cc1
1,CID659663,O=C(O)CCSCC(=O)c1ccc2c(c1)OCCO2
0,CID659662,COc1ccc2c(c1)c(C(O)CN1CCC3(CC1)OCCO3)c(C)n2C
1,CID871453,Cn1c(/N=C/c2cccs2)nc2ccccc21
1,CID5344815,Cc1c(NC(=O)CC2CCC2)c(=O)n(-c2ccccc2)n1C
1,CID1632275,Cc1cc(NC(=O)CCCN2C(=O)/C(=C\c3cccs3)SC2=S)no1
1,CID662657,CCOCCSc1nc2c(c(=O)[nH]c(=O)n2C)n1CCCc1ccccc1
1,CID3219589,O=C(NCCc1ccccc1)C1CCCN1S(=O)(=O)c1ccc(F)cc1
1,CID1632274,Cc1cc(NC(=O)CCCN2C(=O)/C(=C/c3cccs3)SC2=S)no1
1,CID748738,O=C(COc1ccc(Br)cc1)NCc1ccccn1
1,CID1962624,COc1cccc(OC)c1C(=O)NC(=S)Nc1ccc2c(c1)C(=O)N(C)C2=O
1,CID846547,CCOc1ccccc1N(CC(=O)O)S(=O)(=O)c1ccc(C)cc1
1,CID818750,O=c1c2ccccc2nc2n1C1(CCCCC1)Cc1ccccc1-2
1,CID1491058,Brc1ccc(COn2ccnc2)cc1
1,CID4177281,CN(C(=O)COC(=O)c1ccc[nH]c1=O)C1CCCCC1
0,CID2133502,Cc1cccc(NCN2C(=O)c3ccncc3C2=O)n1
1,CID1943896,O=S(=O)(NCCSc1nnc(-c2ccco2)n1-c1ccccc1)c1ccccc1
1,CID760314,CCc1ccc(NC=C2C(=O)CC(c3ccco3)CC2=O)cc1
1,CID5172271,COc1cc(NC(=O)c2ccc([N+](=O)[O-])cc2)ccc1NC(=O)c1ccco1
1,CID1038870,Cc1cccc(NC(=O)CSc2nc(=O)c(C#N)c(-c3ccccc3)[nH]2)c1C
1,CID724088,O=C(CC(=O)c1cc(Cl)ccc1O)c1ccccc1
1,CID333984,Cc1cc(=O)[nH]c2c(C)c(N)ccc12
1,CID2893985,O=C(Cc1ccccc1)N1CCCC1c1ccccc1
1,CID734284,COc1ccc(-c2nnc(SCc3cccc(C)c3)n2N)cc1
1,CID1825246,Cc1ccc(OCCNS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1
1,CID2148464,Cn1c(NC(=O)c2ccc(Cl)cc2Cl)cc(=O)n(C)c1=O
1,CID3193631,CC(C)(C)n1nnnc1C(c1cccs1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
1,CID775671,CC(C)CC(O)(CC(C)C)C(=O)NNc1ccccc1
0,CID659089,C=CCn1c(N)c(C(=O)NCC2CCCO2)c2nc3ccccc3nc21
0,CID659088,C=CCNC(=O)c1c(N)n(-c2ccc3c(c2)OCO3)c2nc3ccccc3nc12
1,CID649781,CC1CCN(C(=O)Cn2nc(C(F)(F)F)c3c2CCCC3)CC1
0,CID649780,Cc1cnc(NC(=O)c2c(O)n3c4c(cccc4c2=O)CCC3)s1
1,CID3241268,Cc1c(C(=O)NCCN2CCOCC2)oc2ccc(S(=O)(=O)N3CCCCCC3)cc12
0,CID649786,CCCCn1c(SCC(=O)N2CCCC2)nc2c1c(=O)n(C)c(=O)n2C
0,CID649785,COCCn1nnnc1C(c1cc2cc(C)ccc2[nH]c1=O)N1CCCCCC1
1,CID649784,CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1cc2c(cc1Br)OCO2
0,CID659081,Nc1c(C(=O)NCCN2CCOCC2)c2nc3ccccc3nc2n1-c1ccccc1
1,CID659080,Cc1cc(O)c(C(C)C)cc1NC1=NC(=O)SC1
0,CID649789,CCOc1ccccc1C1C(C(=O)OC)=CN(C)C=C1C(=O)OC
1,CID3241267,COc1ccc(C(=O)NCCn2ccc3ccccc32)c(OC)c1
0,CID3241260,COc1ccc(N(CC(=O)Nc2ccc(F)c(Cl)c2)S(=O)(=O)c2c(C)noc2C)cc1
1,CID659084,Cn1c(=O)[nH]c(=O)c2c1nc(OC(=O)c1ccccc1)n2CC(O)COc1ccccc1
0,CID3241262,COc1ccc(-n2c(C)nc3cc(C(=O)NCc4ccco4)ccc32)cc1
1,CID659086,CCCCC(=O)c1c(C)cc(C)[nH]c1=O
1,CID3222701,O=C(Nc1ccc(F)cc1)NC1(C(=O)NCc2cccs2)CCCCC1
1,CID2952938,CC1CC2(CC(C)(C(=O)CSc3n[nH]c(-c4ccccc4Cl)n3)OC2=O)C(=O)O1
1,CID795163,O=C(N/N=C/c1ccc(Cl)cc1Cl)c1cccc(F)c1
1,CID934530,Cc1cc(=O)nc(SCc2cccc(Br)c2)[nH]1
1,CID934533,O=C(NCC(F)(F)F)Nc1ccccn1
1,CID3236936,CCN(CC)S(=O)(=O)N1CCC(C(=O)NCCN2CCOCC2)CC1
1,CID3212801,COCCN(C(=O)CC(C)(C)C)c1nnc(-c2cccnc2)s1
1,CID3239485,CCCCOc1ccc(OCCCC)c2c1NC1(N2)C(=O)N(C(C)=O)c2ccccc21
1,CID3236935,COc1ccc(N(CC(=O)NCC2CCCO2)S(=O)(=O)c2c(C)noc2C)cc1
0,CID2238579,O=C(CSc1nnc(CN2CCOCC2)n1-c1ccc(Cl)cc1)N1CCc2ccccc21
1,CID3239482,CC(C)N1CC=C(c2c[nH]c3ccccc23)CC1
0,CID3236930,CCN(CCCNC(=O)CCNC(=O)Cn1cnc2ccccc2c1=O)c1cccc(C)c1
1,CID3239480,COc1cccc(NC(=O)CN(c2ccc(C)cc2)S(=O)(=O)c2c(C)nn(C)c2C)c1
1,CID896649,CCOC(=O)Nc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1
1,CID749065,S=C(Nc1ccccc1)N1CCn2c1nc1ccccc12
1,CID3239489,O=C1C2CCCN2C(c2ccccc2)N1c1ccc(Cl)cc1
1,CID3236939,CCCCc1nc2c(=O)[nH]c3ccccc3c2o1
0,CID2239622,CCN(CC(=O)NCc1ccccn1)S(=O)(=O)c1ccc(Cl)cc1
1,CID5336170,O=C(Cn1nnc(-c2ccccc2)n1)NNC1=c2ccccc2=NC1=O
1,CID1011581,O=C(Nc1ccccc1)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1
1,CID978144,CCN(CC)c1ccc(NC(=O)Nc2ccc(C(C)=O)cc2)cc1
1,CID2449132,O=c1cc(CSc2nnc(Nc3ccccc3)s2)nc2sccn12
1,CID978140,O=C(CSCc1cccc(Cl)c1)NCc1ccc2c(c1)OCO2
0,CID666791,Cc1ccnc(SCCn2c(N3CCOCC3)nc3c2c(=O)[nH]c(=O)n3C)n1
0,CID978143,Cn1cc(CNC(=O)Nc2ccc3c(c2)OCO3)cn1
1,CID143337,CC1CC(C)(C)NCCNC(C)CC(C)(C)NCCN1
1,CID341552,CCOC(=O)c1sc(=S)n(C)c1C
1,CID2462752,Cc1ccc(C(=O)OCC(=O)Nc2sc3c(c2C#N)CCCC3)cc1NC(=O)c1ccco1
1,CID2359366,COc1ccccc1NS(=O)(=O)c1cccc(C(=O)N/N=C/c2ccc(C)o2)c1
1,CID972727,Cc1ccccc1Cn1nnc(-c2cccc(C(=O)O)c2)n1
1,CID1265151,CCOc1ccc(NC(=O)CNC(=O)c2ccc(OC)c(OC)c2)cc1
1,CID972729,C=CCn1c(SCc2ccccc2)nnc1-c1cccnc1
0,CID2999531,CC1CCN(c2nncc3ccccc23)CC1
1,CID2999530,CCOc1ccccc1OCCCC(=O)Nc1ccc(OC)nc1
1,CID2999533,C=CCn1c(=O)/c(=C\c2ccc(F)cc2)s/c1=C(/C#N)c1nnc2n1CCCCC2
1,CID2272453,Cc1ccc(OCCOCCOc2ccccc2/C=C2/SC(=S)NC2=O)cc1
0,CID2999535,CC(=O)c1ccc(NC(=O)C(C)Sc2nnnn2C)cc1
1,CID2999534,CCOC(=O)c1c(/N=C/N(C)C)sc(C(=O)OC)c1C
1,CID2999537,Cc1csc(C(C#N)C(=O)c2cc3ccccc3o2)n1
1,CID3244693,CCOC(=O)c1c(C)c(C(=O)NC(C)COC)c(C)n1CC
0,CID2999538,O=C(c1cn(-c2ccccc2)nc1-c1cccs1)N1CCN(c2ccccn2)CC1
1,CID5351365,O=C1C(=C2C=Nc3ccccc3N2)C(=O)c2ccccc21
0,CID666798,O=C1NC(=O)C2(Cc3ccccc3N3CCCC32)C(=O)N1c1ccc(Cl)cc1
1,CID969796,Cc1ccc(NC(=O)c2cccc(N3C(=O)CCC3=O)c2)nc1
1,CID696877,CC(C)CSc1nc2ccccc2n1CC(N)=O
1,CID2336741,CCN(CC)S(=O)(=O)c1cc(C(=O)Nc2cccnc2)ccc1Cl
1,CID4971116,O=C1c2oc3ccc(Cl)cc3c(=O)c2C(c2ccco2)N1CCN1CCOCC1
1,CID5037377,CCn1c(SCC(=O)Nc2ccc(N3CCOCC3)cc2)nnc1-c1ccc(OC)cc1
1,CID16194747,Cc1cc(NC(=O)NC2CC(=O)N(c3ccc4c(c3)OCCO4)C2)no1
1,CID2897194,O=C(NC1CC2CCC1C2)c1ccc(CN2CCOCC2)cc1
1,CID2411456,O=C(O)c1ccc(Cl)c(S(=O)(=O)NCc2cccnc2)c1
1,CID5347739,CCOc1ccc(/C=N/N2CCN(Cc3ccc(Cl)cc3)CC2)cc1OC
1,CID3723588,N#Cc1ccc(Cn2ccnc2C(=O)Nc2ccccc2)cc1
1,CID872379,CCOC(=O)c1cnn(-c2ccccc2)c1NC(=O)c1ccccc1C
1,CID2402417,Cc1cccc(OCC(=O)N/N=C/c2ccccc2C(=O)O)c1
0,CID2612661,CCN(CC)C(=O)CSc1nnc2sc3ccccc3n12
1,CID5045192,O=C(CSCc1ccc(F)cc1)NCc1ccc(F)cc1
1,CID767904,Nc1nc(CN2CCCCC2)cs1
1,CID5354107,NC(=S)NNC1=c2ccccc2=NC1=O
1,CID5072899,CCCCn1c(CCCNC(=O)CC)nc2ccccc21
1,CID4107,COc1ccccc1OCC(O)COC(N)=O
1,CID2875884,Cc1ccc(C2=[N+]([O-])C3(CCCCC/C3=N\NC(N)=S)N(O)C2(C)C)o1
1,CID880339,O=C(CSCC(=O)NC1CC1)Nc1ccccc1
1,CID665697,CCOC(=O)CSc1nnc(C(NC(=O)OC(C)(C)C)C(C)C)o1
1,CID665696,Cc1cc(C)n(-c2nc3ccccc3c(=O)n2OCC(=O)Nc2c(C)cccc2C)n1
1,CID1262685,COc1cccc(NC(=O)Cc2nnc(SCC(=O)c3ccccc3)n2C)c1
0,CID665694,Cc1cc(C)cc(Nc2ncc3c(n2)CCCC3=O)c1
1,CID665693,N#Cc1c(-c2ccco2)cc(-c2ccccn2)nc1N
1,CID665692,Cc1cc(C)n(-c2nc3c(c(=O)[nH]c(=O)n3C)n2CC(O)c2ccccc2)n1
0,CID665691,CC(C)OC(=O)CSc1ncnc2c1cnn2Cc1ccccc1
0,CID665690,Cc1cc(C)n(-c2nc(NCc3cccnc3)c3c4c(sc3n2)COC(C)(C)C4)n1
1,CID2968061,Cc1ccc(NC(=O)CCSc2nnnn2-c2ccc3c(c2)OCO3)cc1C
1,CID2372380,O=C(CCOc1ccccc1)OCC(=O)c1cc2ccccc2o1
1,CID665699,COc1ccc(CC2S/C(=C(\C#N)C(=O)NCc3ccco3)N(c3ccc(C)cc3)C2=O)cc1
1,CID665698,CC1(C)Cc2c(sc3c2c(=N)n(Cc2ccco2)c(=O)n3CC(=O)Nc2ccccc2)CO1
0,CID1245327,N#Cc1c(NC(=O)c2ccncc2)sc2c1CCC2
1,CID2155717,COc1cccc(-c2nnc(SCC(=O)Nc3cc(C)on3)o2)c1
1,CID2155716,COc1cccc(-c2nnc(SCC(=O)N3CCCc4ccccc43)o2)c1
0,CID4061474,O=C(CCSc1ccccc1)Nc1nnc(-c2ccccc2)o1
0,CID2298439,Cc1cc(OCCOCCN2CCCC2)ccc1C(C)C
1,CID573291,Cc1occc1C(=O)Nc1cccnc1
0,CID697214,Cc1[nH]c(SC(C)C)nc(=O)c1Cc1ccccc1
1,CID655885,Cn1c(SCC(=O)O)nc2ccccc2c1=O
1,CID1259136,Cc1cc(S(=O)(=O)N2CCN(c3ccccc3C)CC2)ccc1F
1,CID655887,COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(C(F)(F)F)cc3)CC2)cc1C
0,CID655886,CCOC(=O)c1nnn(-c2nn3nnnc3c3ccccc23)c1C
0,CID655881,COc1ccccc1OCCSc1ncnc2nc[nH]c12
0,CID655880,CC(C)C(c1nnnn1CCc1ccccc1)N1CCOCC1
0,CID655883,COc1ccc(-c2ccc(-c3nnn(CC(=O)N4CCOCC4)n3)cc2)cc1
1,CID655882,Cc1ccnc(N2CCC(C(=O)Nc3ccc(Oc4ccccc4)cc3)CC2)n1
1,CID3154253,Cc1cc(C)nc(NC2=NC(=O)CC(C(=O)O)N2c2ccc(Cl)cc2)n1
1,CID4343351,Cc1nnc(N/N=C/c2ccco2)n1N
0,CID655889,CCOc1ccccc1C(=O)NC1CC2CCCC(C1)N2Cc1nnnn1Cc1ccco1
1,CID655888,COc1ccc(S(=O)(=O)N(C(C)=O)c2ccc3oc(=O)sc3c2)cc1
0,CID2196626,COCCn1c(-c2ccccc2F)n[nH]c1=S
0,CID829964,Cc1cc(C)n(-c2nc(-c3cccc(Cl)c3)cs2)n1
1,CID1250419,O=C(c1cc2nc(-c3cccs3)cc(C(F)(F)Cl)n2n1)N1CCCc2ccccc21
1,CID1258667,O=C(NCc1ccoc1)c1ccc(NC(=O)c2ccccc2Cl)cc1
0,CID2609971,CCCCn1c(SCC(=O)Nc2cc(C)on2)nc2ccccc2c1=O
1,CID2898109,COc1ccc(-c2cc(=O)oc3cc(OC(C)C(=O)O)ccc23)cc1
1,CID1475937,Cc1nnsc1Sc1ccccc1C(=O)O
1,CID5742477,NC1=NC(c2cn(-c3ccccc3)nc2-c2cccs2)N2C(=N1)Nc1ccccc12
0,CID751349,COc1ccc(Nc2nc(C)cc(C)c2C(N)=O)c(OC)c1
1,CID2235625,O=C(Oc1cccnc1)c1cc2ccccc2oc1=O
1,CID809046,COc1ccc(OCC(=O)N2CCOCC2)cc1
1,CID2514531,O=C(COC(=O)Cc1ccc(Cl)cc1Cl)NCCC1=CCCCC1
1,CID1895991,CCNc1nc(NCC)nc(SCCOC(=O)c2ccccc2)n1
1,CID2401195,O=C(COC(=O)c1ccc([N+](=O)[O-])s1)Nc1ccccc1
1,CID1245328,O=C(Nc1ccc(C(=O)N2CCCC2)cc1)c1ccccc1F
1,CID6100380,CCN1C(SCC(=O)NC2CCCC2)=NN/C1=C1\C=Nc2ccccc21
1,CID664564,COc1ccc(-n2c(SCC(=O)Nc3nccs3)nc3sc4c(c3c2=O)CCN(C)C4)cc1
1,CID664565,CC1CC(C)CN(c2ncc3c(n2)CC(c2ccccc2)CC3=O)C1
1,CID664562,N#Cc1nc(-c2ccco2)oc1N1CCN(Cc2ccccc2)CC1
1,CID664563,O=C(CN1C(=O)c2ccccc2C1=O)N1CCN(c2nnc(-c3ccccc3)c3ccccc23)CC1
0,CID664560,CN(C)c1oc(-c2ccc(OCc3ccccc3)cc2)nc1C#N
1,CID664561,Cc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3cn2Cc2cccnc2)cc1
1,CID5202335,COC(=O)CC1C(=O)NCCN1C(=O)CSc1nnc(Nc2ccc(C)cc2)s1
1,CID663699,CCN(CC)CCCN1C(=O)C(O)=C(C(=O)c2sc(C)nc2C)C1c1ccco1
1,CID663698,CC1CCN(c2ccccc2N)CC1
1,CID608636,CS(=O)(=O)N1CCc2cc(S(=O)(=O)N3CCCCC3)ccc21
1,CID663695,Cc1ccc2c(c1)C1CN(C)CCC1N2C(=O)Nc1cccc(C(F)(F)F)c1
1,CID663694,CN(C)CCN1C(=O)c2oc3ccccc3c(=O)c2C1c1cccc(Br)c1
0,CID663697,COCCN1CN=C(Nc2nc(C)c3ccc(C)cc3n2)NC1
0,CID663696,CCCCOCCCNC(=O)NC(CCSC)C(=O)OC
1,CID663691,O=C(c1cccs1)N(Cc1ccco1)C1CCS(=O)(=O)C1
1,CID663690,CCOCCCn1cnc2c(c1=O)c1nc3ccccc3nc1n2-c1ccccc1
1,CID663693,O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1cccs1
1,CID663692,CCN(Cc1cc2ccccc2[nH]c1=O)C(=O)C(C)C
1,CID1248979,Cc1ccc(C(=O)N2CCN(c3ccccc3)CC2)cc1S(=O)(=O)N1CCCC1
1,CID2208300,CCCNC(=O)c1ccccc1NC(=O)CSCc1ccc(OC)cc1
